ID	TCGA-AA-3660-11A-01R-1723-07	TCGA-AA-3522-11A-01R-A32Z-07	TCGA-AA-3511-11A-01R-1839-07	TCGA-A6-2680-11A-01R-A32Z-07	TCGA-AA-3712-11A-01R-1723-07	TCGA-AZ-6603-11A-02R-1839-07	TCGA-A6-2678-11A-01R-A32Z-07	TCGA-AZ-6599-11A-01R-1774-07	TCGA-AA-3655-11A-01R-1723-07	TCGA-A6-5665-11A-01R-1653-07	TCGA-AA-3527-11A-01R-A32Z-07	TCGA-A6-2686-11A-01R-A32Z-07	TCGA-AA-3496-11A-01R-1839-07	TCGA-AA-3514-11A-01R-A32Z-07	TCGA-A6-5659-11A-01R-1653-07	TCGA-AZ-6600-11A-01R-1774-07	TCGA-AA-3663-11A-01R-1723-07	TCGA-A6-2684-11A-01R-A32Z-07	TCGA-AA-3662-11A-01R-1723-07	TCGA-A6-2675-11A-01R-1723-07	TCGA-A6-2679-11A-01R-A32Z-07	TCGA-A6-5667-11A-01R-1723-07	TCGA-AA-3531-11A-01R-A32Z-07	TCGA-A6-2671-11A-01R-A32Z-07	TCGA-AA-3713-11A-01R-1723-07	TCGA-AA-3520-11A-01R-A32Z-07	TCGA-A6-2682-11A-01R-A32Z-07	TCGA-AZ-6601-11A-01R-1774-07	TCGA-AZ-6605-11A-01R-1839-07	TCGA-A6-5662-11A-01R-1653-07	TCGA-AZ-6598-11A-01R-1774-07	TCGA-AA-3525-11A-01R-A32Z-07	TCGA-AA-3489-11A-01R-1839-07	TCGA-AA-3517-11A-01R-A32Z-07	TCGA-AA-3518-11A-01R-1672-07	TCGA-AA-3697-11A-01R-1723-07	TCGA-AA-3534-11A-01R-A32Z-07	TCGA-A6-2685-11A-01R-A32Z-07	TCGA-A6-2683-11A-01R-A32Z-07	TCGA-CM-6169-01A-11R-1653-07	TCGA-AA-3697-01A-01R-1723-07	TCGA-A6-A56B-01A-31R-A28H-07	TCGA-A6-5659-01A-01R-1653-07	TCGA-AA-3930-01A-01R-1022-07	TCGA-DM-A1DA-01A-11R-A155-07	TCGA-CK-6747-01A-11R-1839-07	TCGA-AA-3851-01A-01R-1022-07	TCGA-D5-5538-01A-01R-1653-07	TCGA-AA-3858-01A-01R-0905-07	TCGA-AA-3833-01A-01R-0905-07	TCGA-AA-3812-01A-01R-0905-07	TCGA-AD-6548-01A-11R-1839-07	TCGA-AM-5820-01A-01R-1653-07	TCGA-CM-5344-01A-21R-1723-07	TCGA-AZ-6603-01A-11R-1839-07	TCGA-D5-6926-01A-11R-1928-07	TCGA-AZ-5407-01A-01R-1723-07	TCGA-AA-3870-01A-01R-1022-07	TCGA-A6-5666-01A-01R-1653-07	TCGA-AA-A01F-01A-01R-A002-07	TCGA-AA-A01S-01A-21R-A083-07	TCGA-AA-3713-01A-21R-1723-07	TCGA-CA-5797-01A-01R-1653-07	TCGA-NH-A5IV-01A-42R-A37K-07	TCGA-D5-6531-01A-11R-1723-07	TCGA-G4-6304-01A-11R-1928-07	TCGA-AA-3548-01A-01R-1873-07	TCGA-AY-4071-01A-01R-1113-07	TCGA-D5-6924-01A-11R-1928-07	TCGA-A6-2681-01A-01R-1410-07	TCGA-A6-2679-01A-02R-1410-07	TCGA-CM-5868-01A-01R-1653-07	TCGA-CM-6167-01A-11R-1653-07	TCGA-G4-6626-01A-11R-1774-07	TCGA-AA-3815-01A-01R-1022-07	TCGA-AA-3869-01A-01R-1022-07	TCGA-AA-3495-01A-01R-1410-07	TCGA-3L-AA1B-01A-11R-A37K-07
ADAMTSL2	0.63	0.6013	1.0414	0.5139	1.1382	0.9404	0.8298	0.8401	0.7932	0.4939	0.542	0.5818	0.859	0.3238	0.4693	1.4214	1.2002	0.4567	1.0748	1.3374	0.6295	0.9528	0.6861	1.1473	0.5991	0.6768	0.8918	0.8695	2.0809	0.8634	1.0831	0.5213	0.5261	0.5256	0.8275	0.4478	0.8376	0.6669	0.4756	2.9352	0.9527	1.7764	2.7728	0.8963	0.5504	1.2947	1.7491	1.6627	1.3796	0.8873	3.05	2.2404	1.3888	2.7724	1.9049	1.8917	0.681	1.468	2.7666	0.662	1.2146	0.3695	2.3746	1.2639	4.9207	9.4626	1.7553	0.8444	2.4923	2.2674	1.2137	1.4686	2.2707	0.8781	0.524	1.7329	0.8582	13.0858
MACC1	1.1877	1.5328	1.3084	9.5793	1.2623	0.61	1.0922	1.1	0.954	1.2506	1.7774	1.679	1.0473	1.0352	2.2088	2.2505	1.0359	1.6522	1.811	1.1979	1.208	1.2883	0.6832	0.9205	1.2711	1.6095	1.728	1.7652	0.1776	0.742	1.0973	1.1701	0.471	2.0717	1.9469	0.7324	1.9261	1.4126	1.9145	7.9464	6.6181	16.6821	17.9953	7.089	9.1662	5.0635	3.5076	10.9154	5.6792	1.5828	1.9836	11.2486	7.2526	17.1068	13.2784	16.0068	5.7064	6.3401	9.9701	7.2768	1.5772	4.2799	14.3865	6.388	14.3815	2.6918	2.1071	3.6338	8.1121	2.7657	1.426	15.4597	4.6423	9.318	4.3746	5.0785	13.6783	19.0419
FZD3	0.3882	0.3797	0.5382	0.1933	0.3597	0.7354	0.3928	0.567	0.5522	0.2495	0.4714	0.3911	0.9393	0.2982	0.4683	0.5153	0.5442	0.324	0.5329	0.625	0.4123	0.3166	0.1442	0.2635	0.4065	0.3787	0.2708	0.5265	1.2876	0.6993	0.4968	0.336	0.62	0.2827	0.4397	0.3184	0.4725	0.467	0.3697	0.9724	0.7998	0.7366	0.8127	1.0768	2.4636	1.736	0.8583	0.7697	0.4468	1.1816	0.2674	2.135	1.1107	0.73	0.7589	0.9296	1.9076	0.5398	4.7206	1.7849	0.3602	1.088	0.4642	2.2516	1.2322	2.8017	0.2454	0.798	3.2299	0.4234	0.4117	1.2157	1.2813	0.7271	1.7502	0.71	0.6738	2.6226
ITGA11	0.5313	0.9375	0.6829	0.4153	0.8948	1.244	0.8469	1.3021	0.4079	0.7279	0.8031	1.1089	0.9672	0.4652	0.6258	1.0657	1.2249	0.4567	0.455	2.0459	1.0775	0.7193	0.4509	1.0563	0.407	0.9747	0.7046	1.5079	1.1019	0.8338	1.5049	0.6395	0.3432	0.5766	0.7595	0.6987	0.9118	0.4756	0.4819	9.7801	0.7872	4.8822	2.7219	1.0436	0.7078	1.4894	1.7522	5.4644	3.1805	3.848	7.3383	2.3403	2.0789	7.2298	4.792	12.0877	0.3388	5.0064	0.7557	0.3899	0.8933	2.1869	4.5804	3.8658	2.9402	0.2139	2.9812	4.3486	9.7948	3.8433	2.4567	4.1013	7.5989	0.4591	1.8095	0.5299	1.6043	3.9279
DNA2	0.9951	1.0596	1.7377	0.6441	1.076	1.11	0.8555	1.4512	1.1836	0.678	0.7425	0.7055	1.0633	1.3657	0.8826	0.9362	0.931	0.6045	1.0095	0.5509	1.0254	1.0765	0.3814	0.5523	1.3722	0.8681	0.9049	1.2482	0.2052	0.7431	1.2796	1.3862	1.0991	0.7304	0.4366	1.6519	0.9758	1.6717	1.1379	1.5194	3.5002	1.8744	3.1527	4.3816	5.909	3.5129	3.3813	2.9134	2.6698	1.2535	0.4068	3.3054	3.7527	1.4879	2.4854	2.8197	3.1445	1.3551	5.1152	1.9521	1.3714	4.4365	3.1185	2.3921	1.6689	1.416	0.9235	1.0215	4.6014	0.8513	0.0311	2.9753	1.8015	3.6134	3.5278	3.0574	2.9807	2.0849
LZTS3	2.9593	1.6363	2.2613	3.4277	2.0591	2.1832	1.7469	3.1532	2.1209	0.954	1.6091	1.0818	1.5425	0.8968	1.38	2.1713	1.334	1.8236	2.8465	1.4294	1.4607	2.1899	0.9893	2.1308	1.1457	1.2929	1.6098	1.6916	1.6248	1.4923	2.569	1.5366	1.5795	1.6726	1.1995	1.6312	1.8492	1.6336	1.292	2.4148	3.4484	6.2741	10.4083	4.5476	1.2478	7.2788	5.993	4.8124	28.9027	3.6732	8.9719	5.5995	5.267	5.5036	12.6525	10.385	4.8366	7.0041	4.7308	8.1351	6.4587	1.7428	28.5447	14.6585	14.4489	8.2944	8.2869	11.0242	8.099	9.3788	17.0049	7.3505	2.2028	28.961	10.3579	7.9217	4.5067	13.2031
BRIP1	0.4929	0.8086	0.8362	0.3892	0.497	0.5105	0.4326	0.6977	0.4092	0.3695	0.5296	0.568	0.4818	1.0256	0.4166	0.5957	0.4117	0.3559	0.5619	0.2531	0.5211	0.4604	0.3107	0.2539	0.464	0.5511	0.5831	0.6865	0.0716	0.3889	0.6904	0.6093	0.5602	0.4042	0.3256	0.5609	0.6794	0.9224	0.7594	0.9198	1.5162	1.5439	1.4311	1.3915	1.2776	1.6589	0.731	0.9192	0.8787	0.6558	0.182	1.2911	0.9921	1.471	1.5879	1.2162	1.5295	0.7872	1.7349	0.5204	0.7068	1.9751	1.0255	1.7763	1.6189	0.7991	0.5588	0.4644	2.6208	0.3694	0.4243	1.4798	0.9613	1.8539	1.4094	0.6211	1.1724	0.9217
INPP5D	3.3665	3.8535	11.5547	1.6066	4.1358	4.514	4.0553	3.2861	3.0329	3.008	3.5044	3.2905	3.0618	4.2773	3.3117	3.27	4.5422	2.9401	3.9102	1.5568	6.6208	3.7275	2.9336	2.3867	2.0348	4.1179	5.259	3.7231	1.2046	3.4771	4.0241	8.0386	2.4675	7.4127	3.1611	3.6676	6.5857	3.1565	3.1896	8.2914	10.6256	8.2662	9.3902	6.547	8.9316	11.8435	6.1645	12.0671	6.3853	2.2469	4.9942	10.1715	11.9386	7.5093	11.2913	12.049	7.9774	7.5055	16.1644	18.6837	15.1437	2.6426	7.7617	8.9703	7.1409	11.5556	8.2171	9.1639	11.8598	13.1631	6.9099	8.324	8.8301	6.4895	3.4444	10.586	5.2052	12.7848
HCFC2	2.0825	2.2508	1.9434	2.2821	2.5436	4.0506	2.102	2.6143	3.9195	1.9077	2.3807	1.8548	4.1443	1.9846	2.7304	2.0327	2.8207	1.6522	2.783	3.7798	1.6936	1.8284	1.8365	1.8078	4.3837	1.7354	2.1437	2.7988	4.3847	2.867	2.1869	2.0237	5.9117	1.7341	1.987	2.468	2.057	1.4537	2.0549	2.5555	1.3643	1.1484	1.1951	1.0874	0.1647	0.8528	1.3229	1.6214	0.6348	1.3397	0.6938	0.9543	1.7127	1.0725	1.4529	1.3275	1.374	1.1109	1.0132	0.4784	0.394	1.6646	1.1741	0.8076	0.7788	0.9409	0.4637	0.9896	1.7022	1.0799	0.3206	1.0281	5.0651	0.5472	1.3496	1.4214	1.1299	1.5006
NEDD4L	4.8134	5.6733	6.3676	4.6333	6.2121	3.2759	5.3985	3.9688	3.4616	3.7998	4.3075	4.0356	3.0703	3.8129	3.1997	5.0922	3.1809	3.1954	7.8082	3.8127	3.7857	5.6239	7.4908	4.7555	2.4854	4.5461	5.0006	4.6053	2.1264	4.1487	3.382	4.0095	2.5259	4.2952	4.3907	2.8814	3.9502	4.3666	4.2926	1.3236	2.6083	2.0103	1.9488	1.9441	1.7215	2.244	1.4046	2.0411	1.3598	2.1669	2.0998	2.205	1.6484	1.6242	2.1019	1.5902	1.8815	1.0296	0.9834	1.5541	1.3849	2.4634	1.6821	3.0777	0.8545	1.7242	1.5495	2.468	1.6291	1.1	1.023	2.574	2.1182	2.3739	2.4366	1.085	1.9725	1.1931
ENOX2	2.4452	3.1111	3.75	2.5716	3.096	3.252	3.1527	2.9109	3.1582	1.5843	2.6032	2.3199	3.68	2.5509	2.5144	2.6624	2.9028	2.0975	3.2209	3.0351	2.5191	2.6809	1.3937	2.5559	2.8697	2.9097	2.5371	3.0279	4.6927	3.1024	2.4624	2.6212	4.0676	2.4276	2.4695	3.1108	3.082	2.7971	3.0615	9.5366	6.8258	7.5364	20.38	5.027	6.0313	3.8958	5.1891	10.2473	4.398	2.6429	2.9029	7.9143	5.4565	5.8325	10.7603	8.5425	4.1997	4.5781	10.343	6.1947	2.927	1.5434	7.5211	4.0663	8.0285	2.7372	2.9556	4.472	12.2417	9.6828	2.9758	5.2524	5.5671	6.9027	3.1821	4.9163	5.1192	7.6533
ENC1	3.9752	4.7787	6.1862	5.668	10.0143	4.5485	5.6743	6.1924	3.9178	5.1446	4.8142	4.2674	3.8763	3.8422	8.7612	6.1366	4.4423	3.8789	6.3964	4.3677	5.9089	8.2364	2.5401	5.4082	3.108	4.5789	7.4303	7.2054	1.5731	4.7234	6.2658	4.5604	3.3776	5.379	3.8301	6.3949	4.8816	5.3975	5.7731	22.4584	28.3622	36.9985	20.3109	22.6204	16.5229	31.6173	16.2153	30.5398	13.7518	15.9037	7.054	46.6316	39.684	15.182	15.8625	19.7275	31.8767	33.3176	18.5915	44.0209	8.5442	11.631	34.2152	34.4371	20.3001	13.0246	13.8236	15.1972	31.751	16.7254	7.3169	14.0595	25.0428	25.7377	22.3199	25.577	24.7043	33.8842
DENND5B	1.0918	1.6994	2.7282	6.0021	2.1424	1.2943	1.7672	1.3815	1.1168	2.8679	2.2344	2.1813	1.6819	2.2292	3.0876	1.1435	1.374	1.6429	1.2926	1.8	1.8303	1.8067	1.7631	1.565	0.8426	2.3124	1.7911	1.2878	1.5723	1.8062	1.3287	2.0931	0.977	2.456	1.9385	1.3116	2.421	1.7086	1.7119	2.5385	1.8347	0.9547	1.2732	0.6118	0.3749	0.9626	0.6137	1.1475	0.28	0.7498	0.2331	1.0567	1.0919	0.5704	1.0327	1.2059	0.4893	0.9225	0.5489	0.7995	0.1932	0.8922	2.3507	0.2485	1.01	0.1379	0.0782	1.0152	2.2015	0.2174	0.4597	0.2583	1.9716	0.3763	0.5904	0.7612	1.1372	0.7126
MYBBP1A	4.4409	6.9364	10.1121	4.2399	8.1434	9.1337	5.9304	9.3655	4.9285	4.724	5.8926	5.9291	5.2799	6.9254	5.5042	10.7979	7.5182	5.4752	6.8609	9.1786	8.0731	9.6157	3.7621	6.5015	5.4223	7.2612	7.9726	10.3255	4.4618	5.0154	10.2709	7.3991	4.8515	6.7928	6.2075	9.5349	9.0336	8.0995	7.731	9.9665	15.1543	33.674	11.9086	12.9535	26.3682	19.5038	4.9935	8.8626	16.9992	12.3727	14.0693	13.1232	15.3943	17.2745	14.6518	18.3863	11.8979	10.7745	7.7312	23.494	19.7075	25.4915	20.373	31.5883	16.0586	36.7502	7.9786	10.4639	17.0188	26.554	18.8742	12.8108	7.8296	25.0482	11.2623	8.0206	6.3907	15.3863
C20orf194	0.6794	1.0738	1.1779	1.8397	1.4799	6.2667	1.9408	1.6639	1.9912	1.073	1.583	1.0941	4.7288	0.7207	1.2547	1.3276	3.2632	0.629	1.8627	5.9675	1.4371	1.5385	0.7532	1.9175	0.9488	0.7781	0.95	3.2582	7.1457	3.8976	2.7449	0.8051	2.8385	0.9389	1.5729	1.8061	1.1921	1.0043	1.015	1.7775	0.4532	0.7134	0.7179	0.4023	0.1498	0.4431	0.2337	0.7695	0.435	0.6013	0.638	0.739	1.0192	0.7437	0.9029	1.3616	0.2018	0.5622	0.2917	0.1208	0.0786	0.6986	0.5825	0.9293	0.5272	0.1675	0.2793	0.556	1.5725	0.8759	0.3592	0.4954	5.5121	0.1222	0.4655	0.3889	0.3357	0.8006
ARNTL2	0.6028	0.4587	0.9909	0.8663	0.5813	1.7436	0.3361	0.8769	0.821	0.4027	0.4863	0.6446	1.0736	0.8196	0.7396	0.7025	0.577	0.2904	0.7199	1.0612	0.5416	0.7625	0.4707	0.3575	0.9324	0.5693	0.5373	1.2087	1.0445	0.6903	0.975	0.6774	1.7804	0.6483	0.349	1.2516	0.6165	0.9453	0.5142	5.1268	4.2106	3.5605	2.931	6.6136	2.8623	2.8027	5.8155	4.1994	2.968	5.3563	1.6296	4.3641	4.2674	2.9573	3.0878	3.0108	3.971	8.1341	2.7012	2.4814	1.8192	6.6233	3.8313	4.798	5.9227	1.3508	1.9223	3.1106	4.3702	0.7358	1.3621	2.9772	3.3806	1.6248	6.1305	3.4629	3.8185	2.7073
ZNF749	0.7651	0.8222	0.6234	0.4901	0.7182	0.3001	0.821	0.3831	0.7481	0.4765	0.5202	0.5647	0.41	0.3308	0.5476	0.6475	0.4914	0.6374	0.6909	0.5797	0.5274	0.6062	0.4017	0.3817	0.8886	0.5532	0.8543	0.6628	0.2653	0.4626	0.4501	0.4364	0.5195	0.64	0.5035	0.4386	0.6877	0.4341	0.7252	1.37	1.2415	1.5927	1.7123	1.3191	0.8483	0.9094	1.4386	1.1523	1.3704	1.6334	0.8296	0.8237	1.7041	0.98	1.223	1.731	1.5754	0.7662	1.4473	0.8903	2.3151	1.2335	0.837	2.2974	0.8991	1.0026	1.3876	0.6489	1.6238	1.1612	3.5731	0.8453	0.8234	1.4111	1.7853	1.0411	1.2243	1.3711
WDR62	0.4657	0.4967	1.0529	0.1899	0.639	0.7849	0.3653	0.8497	0.4222	0.3147	0.4117	0.4185	0.2595	0.7876	0.2456	0.7866	0.3398	0.2924	0.3068	0.32	0.6576	0.6636	0.311	0.3512	0.5878	0.3607	0.621	0.6553	0.0873	0.3652	0.8321	0.7975	0.38	0.3238	0.217	0.9193	0.5013	0.887	0.4765	0.6583	2.9728	2.8721	2.2518	1.5826	3.1576	1.9557	1.7663	0.9023	2.9536	1.3268	1.6086	1.844	1.2851	1.2242	1.2702	2.1005	2.0455	1.4677	0.7408	1.832	3.7374	1.9937	2.1771	3.497	2.0804	1.5806	2.3738	0.9581	1.4976	2.2449	1.6101	1.2262	0.8192	3.5889	2.4641	0.7988	1.1569	1.4203
MIER3	16.7889	25.5152	15.2252	12.8324	21.5874	6.0925	18.2169	15.0204	12.3934	59.0422	24.4477	24.0646	17.2159	33.3178	39.3402	35.8014	19.34	25.738	10.6492	17.8539	21.9345	14.9572	34.3768	19.4692	27.1183	27.1853	30.5405	14.2318	5.2799	21.7785	13.6564	24.9455	11.892	23.5674	20.1764	14.8754	17.5086	22.3325	23.4428	7.8562	8.3189	4.9123	4.8068	7.1789	3.3573	7.1799	3.3121	6.8643	2.1968	5.437	1.6687	5.6459	11.7824	7.5631	10.0388	4.7007	5.4759	2.6244	7.6355	3.5628	3.9041	9.1964	5.1223	6.4118	3.89	5.1429	2.8009	7.7422	5.3896	2.7388	0.3993	5.203	7.9825	8.5554	4.2907	6.2862	7.1244	7.2853
FADS2	0.5784	1.0705	1.1388	1.0396	0.7141	2.8091	0.6444	2.8616	0.8971	1.2538	1.6714	0.7558	3.936	0.533	0.6321	0.7443	1.6062	0.826	0.7197	1.671	1.3476	0.6973	0.7223	0.828	0.7601	0.7107	1.3608	1.7834	4.4385	1.7674	1.7377	1.7537	2.3464	1.0781	0.8364	1.914	1.9296	0.6702	0.5062	2.6119	0.7212	4.1931	1.6929	0.8922	1.0106	1.484	10.2111	1.4238	3.6176	2.335	14.4208	2.6497	1.0957	37.8368	3.2758	4.5485	0.6424	3.6899	0.5926	6.1611	21.0024	1.9379	16.598	1.5142	1.6187	0.9574	1.9658	7.819	5.8556	3.5016	4.1868	4.6951	4.13	1.029	5.7598	7.4533	1.0868	2.3507
HHIP	0.9116	1.471	1.2926	0.8491	1.7713	0.2872	2.215	1.7137	0.4661	1.1693	1.422	1.3977	0.6009	0.8434	1.7158	1.9915	1.2917	0.8258	1.0433	1.0436	1.4245	1.447	0.4313	0.9847	0.6581	1.0466	1.7851	1.7169	0.1583	0.8033	1.1847	0.7107	0.3189	1.1576	1.1235	0.7202	1.511	1.0587	1.4919	0.2931	0.3106	0.1289	0.1644	0.3108	0	0.1721	0.1917	0.4349	0.1679	0.2433	0.3021	0.089	0.1047	0.4623	0.3026	0.212	0.2301	0.1126	0.0192	0.0546	0.03	0.5377	0.0951	0.0805	0.0858	0.0262	0.1998	0.4017	0.1425	0.4166	0.4883	0.1427	0.8986	0.0428	0.0684	0.5305	0.4131	0.217
PRX	0.4834	0.8866	0.7657	0.7334	0.775	1.7926	1.6577	0.7708	0.7713	0.5224	0.8697	0.6104	1.5749	0.5766	0.4419	0.9054	1.0774	0.6791	1.1194	1.7172	0.7985	0.8058	0.4737	0.9666	0.2932	0.8491	0.7153	0.8177	2.1578	0.924	1.1552	0.7148	0.5179	0.7857	0.9655	0.6312	1.0093	0.4875	0.6625	0.3491	0.1582	0.6319	0.3307	0.1393	0.3824	0.4358	0.2631	0.1966	0.3302	0.4485	0.4872	0.4139	0.2563	0.2539	0.402	0.65	0.6356	0.3633	0.1236	0.1614	0.5137	0.7811	0.2928	0.697	0.5922	0.61	0.2023	0.2223	0.626	0.3387	0.3109	0.438	1.3912	0.2539	0.5813	0.1197	0.2014	0.5121
PUS7	2.2721	2.5342	3.4092	0.9959	2.9994	2.2197	1.7842	3.0549	2.2986	1.6991	2.0068	2.0849	2.2413	2.3381	2.4853	3.5616	2.7706	1.6499	3.2336	2.6406	2.4367	2.5723	1.0169	2.1687	4.6105	2.9812	2.2771	3.5414	1.4422	1.708	2.6831	2.1671	3.0733	2.1201	1.9356	3.6842	2.7489	2.3359	2.5048	10.4076	15.5985	8.7323	16.8561	10.914	13.0791	6.8338	6.3049	5.9812	13.0445	4.4703	1.862	8.2383	18.671	7.4707	10.3189	12.4792	13.5257	6.8452	12.1628	12.2163	5.3378	7.6532	13.3834	12.27	10.6786	8.3397	5.6933	4.0409	9.3993	4.9514	2.8724	7.0078	7.2478	17.7537	3.993	9.421	17.3336	9.7254
OLFM1	2.587	1.9311	3.6343	1.9621	2.2145	4.4342	2.0245	3.6304	2.3951	1.9594	1.6656	1.7297	4.7553	1.2491	1.2648	2.7528	2.654	1.018	3.2512	3.8839	2.503	1.9102	1.7863	2.6252	1.2155	2.0009	1.7445	3.5166	5.0575	4.1494	5.7729	1.672	2.8163	2.5011	1.8088	3.5936	2.0081	1.664	1.667	1.6788	0.5204	1.2459	0.6265	0.3927	0.0914	0.3943	2.5917	0.3358	3.3439	0.9063	1.4131	0.5736	0.7398	0.3379	0.822	0.484	0.2051	0.8623	0.0872	0.1508	0.0511	0.4468	0.4954	2.5202	0.3073	0.0146	0.3622	0.8597	0.9279	1.2683	1.3025	0.2871	3.7576	0.1288	0.498	0.4845	0.7396	1.3905
IQGAP3	1.873	4.2132	3.224	1.3096	3.0935	5.2262	3.1056	5.1983	1.933	1.6498	2.3131	2.9041	1.9632	6.899	1.4299	3.8964	2.4152	1.5264	1.5158	1.4196	3.6847	3.8573	1.9479	1.5172	1.4709	2.4564	3.1131	4.7693	0.4138	2.4632	5.3648	2.7558	1.0488	1.6186	1.622	3.8382	3.5676	5.6298	3.6446	4.5435	17.2177	51.3283	8.054	14.648	23.0577	9.1258	7.7496	6.7716	13.3694	8.3947	4.291	18.5349	5.8668	7.4247	10.169	10.8603	9.0625	13.4812	5.9499	21.7448	13.8264	17.2601	9.4796	15.8567	7.3253	9.0309	10.7202	7.6152	17.6654	11.5654	7.5319	10.7859	9.3039	19.1896	11.5199	13.8539	6.3535	7.7113
NEFL	0.3281	0.7178	0.9705	1.7014	0.3887	3.2732	0.9428	1.5701	1.2228	1.625	1.4234	0.9817	5.4988	0.6589	1.4637	1.0477	3.4417	0.2574	0.7641	2.8117	1.4542	0.4698	0.87	1.2011	0.6554	1.245	0.2852	1.2122	7.4552	4.1188	6.0943	0.2723	2.9779	1.1794	1.3774	1.2625	0.74	1.0678	0.4845	0.0547	0.0083	0.0625	0.0448	0.0349	0.0041	0.0137	0.0494	0.0191	0.0372	0.474	0.1831	0.1711	0.2096	0.0906	0.1473	0.0058	0.0297	0.4021	0.0065	0	0.0227	0.0574	0.0629	0.5196	0.0847	0.0113	0.0845	0.0119	0.0643	0.2712	0.0389	0.0418	0.7779	0.0118	0	0.0225	0.0146	0.2009
SHROOM4	0.4846	0.465	0.8777	0.4204	0.7355	1.1647	0.7529	1.056	0.4621	0.5512	0.673	0.6973	0.8619	0.4123	0.6681	1.0602	0.4451	0.4352	0.9586	1.2668	0.468	0.7931	0.4411	0.4366	0.3776	0.6705	0.6742	1.2391	0.869	0.6189	0.9638	0.4123	0.4047	0.4447	0.6277	0.7706	0.7365	0.8087	0.7326	7.9744	3.4928	3.5296	10.6165	0.5369	0.9186	1.4488	2.706	2.1183	2.1509	0.7592	2.3456	2.8498	1.1301	3.5947	9.5611	6.9967	1.7972	3.0955	4.2054	1.9067	2.4946	2.1361	3.511	1.2868	3.8847	0.2608	2.2872	4.5561	14.9664	2.9589	0.6371	2.427	4.5569	2.9161	0.7971	2.0889	2.2681	4.8467
CDH19	0.2146	0.4006	0.4576	1.2792	0.6162	3.2292	1.3731	1.4188	2.0004	0.3512	0.6066	0.8652	4.792	0.3094	0.5204	1.2614	2.0646	0.1697	0.3259	2.0311	0.9964	0.243	0.4333	0.5782	1.6809	0.3715	0.1998	0.7647	4.2729	2.2613	1.6856	0.2131	6.8337	0.2664	0.7727	0.9476	0.3551	0.3778	0.3291	0.0392	0.0237	0.0538	0.045	0.02	0.0023	0.0026	0.0922	0.0146	0.0071	0.1663	0.2102	0.1161	0.2797	0.1282	0.1145	0.0365	0.0085	0.0769	0.0037	0	0	0.0779	0.0962	0.003	0.0382	0	0.0162	0	0.174	0.1916	0	0.0347	1.0694	0	0.0159	0	0	0.0594
SP140	0.6194	0.8481	4.6565	0.2168	0.9188	0.7167	0.7979	0.3257	0.8501	0.8411	0.7872	0.5611	0.5655	1.2719	1.1796	1.1141	0.911	0.688	0.8115	0.306	1.8946	1.0194	1.0403	0.514	0.5266	1.1663	1.7879	1.3554	0.059	0.85	1.2778	3.4115	0.9744	2.6611	0.5283	1.2988	1.6852	0.6855	1.0071	1.1091	0.3904	0.1654	0.1778	0.5048	0.1232	0.2454	0.5234	0.5932	0.1576	0.5483	0.1436	0.6001	0.3719	0.1108	0.285	0.4616	0.3612	0.3699	0.0546	0.0681	0.024	1.0136	0.27	1.2536	0.6231	0.2162	0.3776	0.5643	0.9079	0.2135	0.2748	0.2133	0.9633	0.212	1.5319	0.3808	0.4623	0.5115
ITGB3	0.645	0.8601	1.1201	1.0419	0.855	6.1965	1.4166	1.7701	1.269	0.6376	1.3377	1.1473	6.8514	0.8624	1.2626	1.7419	3.7255	0.4288	0.8103	5.2816	1.0251	1.3661	0.7086	1.822	1.1699	0.7808	0.8532	3.718	19.8004	4.5023	2.739	0.6653	1.6341	0.6856	0.8172	2.6236	1.0311	0.8381	0.9061	2.1738	1.0106	1.0192	0.8766	0.9431	0.3102	0.5742	0.5683	0.8309	0.6322	1.2437	0.809	1.4465	1.5667	1.1633	1.048	1.8883	0.3364	1.0224	0.3047	0.3341	0.2258	0.9508	0.941	0.4547	0.4847	0.0987	0.5337	1.016	1.2505	1.3031	0.2662	0.4883	8.7022	0.4465	0.4897	0.6566	0.9949	0.7417
MAN1A1	18.4127	35.3595	21.527	48.6473	24.5938	25.2299	32.1648	35.4336	21.3764	34.034	45.0249	36.3348	33.8322	37.5197	41.433	29.1668	29.2164	26.0164	27.4987	20.87	29.9927	19.1952	30.5969	27.1346	29.836	34.0135	27.18	21.4946	17.7272	26.6967	20.8687	31.4381	22.2	39.9708	44.8176	23.9223	36.5712	25.5252	36.8842	45.2309	11.4272	3.1642	7.9378	9.7512	1.383	17.1346	8.9759	14.2321	6.0785	7.4848	4.6633	13.9534	6.4144	20.5816	14.6027	9.8883	11.3957	4.2196	14.8179	8.086	4.0291	20.2175	10.2353	9.3535	19.1048	4.4009	3.5815	10.9061	13.3318	4.5625	3.0267	10.1513	22.3056	12.5352	13.8821	20.8818	14.6387	18.0582
